game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=jqzv8d4l,Xbox One,1m 56.933s,https://www.youtube.com/watch?v=65vORrTnIH4,,solo,2023-01-23,1,HundredthGod0984,,,,http://www.speedrun.com/iwzombies/run/meej8v8m,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=21ge9kml,Xbox One,4m 33.400s,https://www.youtube.com/watch?v=A7uwxgG_3GY,,solo,2023-01-21,1,HundredthGod0984,,,,http://www.speedrun.com/iwzombies/run/znj09q9m,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 9.280s,https://www.youtube.com/watch?v=uQeWpxaO0W4,,solo,2022-12-01,1,HundredthGod0984,,,,http://www.speedrun.com/iwzombies/run/z1q33k9y,verified
