game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,17m 15.000s,https://www.youtube.com/watch?v=8bQiMh8rh3w,https://www.youtube.com/watch?v=AmD9eRa3pHw; https://www.youtube.com/watch?v=irk7-t35Xzw,co-op,2024-11-30,3,Simply167,Minimized,Tobzta,,http://www.speedrun.com/BO6Zombies/run/mr0jr9dm,verified
