game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=xqkmomkl; 2lg396np=814jp01d; 6njz75l4=21d554le,Xbox One,40m 51.000s,https://www.youtube.com/watch?v=qZcpd1NvcjM,,co-op,2016-05-12,4,PlasmidJeff,TWiTCaH,Kaapinho,KillerChaz,http://www.speedrun.com/bo3zombies/run/1zqedrxz,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=814jp01d; wlewprl6=5q8ppgld,Xbox One,41m 56.000s,https://www.youtube.com/watch?v=1BOzo32qSes,,co-op,2016-05-12,4,PlasmidJeff,TWiTCaH,Kaapinho,KillerChaz,http://www.speedrun.com/bo3zombies/run/0y6oq5py,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=810pdjlv,PC,4h 23m 6.000s,https://www.twitch.tv/videos/591707755,,co-op,2020-04-27,2,Kaapinho,Ph3NiX,,,http://www.speedrun.com/bozombies/run/z5368qgy,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=9qj980l4,PC,12h 4m 24.000s,https://www.twitch.tv/videos/591707755,,co-op,2020-04-27,2,Kaapinho,Ph3NiX,,,http://www.speedrun.com/bozombies/run/y8rnp11m,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=klrmdjqp; p85d45lg=21g6wxqz,PC,11h 54m 47.000s,https://youtu.be/yvRahWOYyyg,https://youtu.be/IQhOx7y1uIg,co-op,2020-04-21,2,Kaapinho,slayer_,,,http://www.speedrun.com/bozombies/run/y66vo8qy,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=klrmdjqp; 7893j98w=81pgzv17,PC,13h 40m 43.000s,https://www.twitch.tv/videos/578710095,,co-op,2020-03-30,2,Kaapinho,SamS970,,,http://www.speedrun.com/bozombies/run/zp3llkvm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=jqzdwglp; 7893j98w=p128kd1x,PC,3h 3m 10.000s,https://www.twitch.tv/videos/112217971,,solo,2017-01-30,1,Kaapinho,,,,http://www.speedrun.com/bozombies/run/zqg4481m,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=jqzdwglp; 7893j98w=81pgzv17,PC,7h 38m 54.000s,https://www.twitch.tv/videos/112218342,,solo,2017-01-30,1,Kaapinho,,,,http://www.speedrun.com/bozombies/run/yw0ddxnm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=jqzdwglp; 7893j98w=xqkx3d19,PC,22h 54m 27.000s,https://www.twitch.tv/videos/112219075,,solo,2017-01-30,1,Kaapinho,,,,http://www.speedrun.com/bozombies/run/zp3ll5nm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=jqzdwglp; 7893j98w=z19wvyq4,PC,45m 36.000s,https://www.twitch.tv/videos/112217971,,solo,2017-01-25,1,Kaapinho,,,,http://www.speedrun.com/bozombies/run/znorg98y,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=mln9o6qp,PC,1h 44m 16.000s,https://youtu.be/sJucqtV8CDU,,co-op,2017-01-21,2,Kaapinho,SiZ Mimoun,,,http://www.speedrun.com/bozombies/run/zgv9l1nz,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=810pdjlv,PC,4h 46m 11.000s,https://www.twitch.tv/videos/125778694,,co-op,2016-12-27,2,JohnCenax893,Kaapinho,,,http://www.speedrun.com/bozombies/run/y4e06dnm,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=9qj980l4,PC,14h 11m 32.000s,https://www.twitch.tv/videos/125778694,,co-op,2016-12-27,2,JohnCenax893,Kaapinho,,,http://www.speedrun.com/bozombies/run/zgv9okdz,verified
