game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=jq67v3j1; 5lyjm0yl=rqvmnpwq; e8mywzx8=4lxyjprq,PC,54m 5.700s,https://youtu.be/rTmnnnlIYbY,,co-op,2021-10-15,2,secnanoseR,nanashi32,,,http://www.speedrun.com/bo4zombies/run/z5dg3xdm,verified
Call of Duty: Black Ops IIII Zombies,,Dead of the Night,6njqrjpl=5q8zn5kq; 5lyjm0yl=rqvmnpwq; kn0zwr38=8107235l,PC,40m 44.130s,https://www.youtube.com/watch?v=frjX8Z_UEaU,,co-op,2020-10-31,2,nanashi32,secnanoseR,,,http://www.speedrun.com/bo4zombies/run/y428ngnm,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=p12z4ev1,PC,43m 25.490s,https://www.youtube.com/watch?v=UhCo5D9rNR4,,co-op,2020-10-11,2,nanashi32,secnanoseR,,,http://www.speedrun.com/bo4zombies/run/z1r1pn9m,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=p12z4ev1,PC,53m 24.670s,https://www.youtube.com/watch?v=jGktmc7Zjmo,,co-op,2020-06-23,2,nanashi32,secnanoseR,,,http://www.speedrun.com/bo4zombies/run/zgw2lrdy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=p12z4ev1,PC,59m 32.790s,https://www.youtube.com/watch?v=vmYmidZqwro,,co-op,2020-06-12,2,nanashi32,secnanoseR,,,http://www.speedrun.com/bo4zombies/run/mk3d5x5z,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=p12z4ev1,PC,1h 2m 9.063s,https://www.youtube.com/watch?v=b-mU0PGZSKI,,co-op,2020-06-08,2,nanashi32,secnanoseR,,,http://www.speedrun.com/bo4zombies/run/y4wqk4qm,verified
