game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=5q8o3g1d; 38dpvx80=4lx96jl2,PC,1h 1m 33.000s,https://www.youtube.com/watch?v=dFUEv-EiTqQ,,co-op,2024-06-15,4,Mystic_TTV,Palmer,SirModsAlot,FnLizardKing,http://www.speedrun.com/bozombies/run/zp5xg7vy,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=5q8o3g1d; j84594n9=mln9o6qp,PC,4h 8m 57.000s,https://www.youtube.com/watch?v=vjOndfWHiTQ,,co-op,2024-02-29,4,Mystic_TTV,Palmer,theone53,SirModsAlot,http://www.speedrun.com/bozombies/run/z0kqj1jm,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=mln9o6qp,PC,2h 48m 23.000s,https://www.youtube.com/watch?v=lY_pnkAnElE,,co-op,2024-01-27,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/y2rwg1jm,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=klrmdjqp; ylpgmdlg=21g36mqz,PC,2h 25m 20.000s,https://www.youtube.com/watch?v=_viwo5U6iVo,,co-op,2023-11-21,2,Mystic_TTV,SirModsAlot,,,http://www.speedrun.com/bozombies/run/mepgl6qy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=5q83x61d,PC,4h 57m 29.000s,https://www.twitch.tv/videos/1897331884,,co-op,2023-11-15,4,Mystic_TTV,Palmer,SirModsAlot,FnLizardKing,http://www.speedrun.com/bozombies/run/mepgl82y,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=5q8o3g1d; j84594n9=4qy9w3l7,PC,1h 5m 0.000s,https://www.youtube.com/watch?v=fsJ2T0uxMoU,,co-op,2023-10-17,4,Mystic_TTV,Palmer,Luisete2105,SirModsAlot,http://www.speedrun.com/bozombies/run/y2rw0p6m,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=21dwn4le; p85d45lg=81pz3el7,PC,50m 39.000s,https://www.youtube.com/watch?v=DKAti_Qz3Hg,,co-op,2023-10-17,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/mepglk2y,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=5q8o3g1d; p85d45lg=81pz3el7,PC,1h 6m 22.000s,https://www.youtube.com/watch?v=hJycXvO6t0E,,co-op,2023-10-17,4,Mystic_TTV,Palmer,Luisete2105,SirModsAlot,http://www.speedrun.com/bozombies/run/y9wd87rz,verified
Call of Duty: Black Ops Zombies,,Shangri-La,68ko6qn2=21dwn4le; p85rgxng=013p6kl5,PC,59m 55.000s,https://www.youtube.com/watch?v=ZmQIH4PBsz8,,co-op,2023-09-28,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/y8np05dy,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=21dwn4le; ylpgmdlg=gq76oylp,PC,53m 59.000s,https://www.youtube.com/watch?v=5s6w4KRVSvo,,co-op,2023-09-06,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/zn5xv8vz,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=21dwn4le; r8rq1rle=21dnjgle,PC,50m 58.000s,https://www.youtube.com/watch?v=kL7_H2vqkeg,,co-op,2023-09-02,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/y68e5q6z,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=21dwn4le; 38dwzen0=klrde0qp,PC,47m 59.000s,https://www.youtube.com/watch?v=OaQ3Z66zYLo,,co-op,2023-09-02,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/z0kq5d9m,verified
