game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=xqk038n1; gnxj7pgl=810y752l,PC,25m 20.517s,https://www.youtube.com/watch?v=DaqLvUCZFYk&t=166s,,solo,2020-12-06,1,EZXP,,,,http://www.speedrun.com/bocwz/run/z18ddejy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=jqzdwglp; r8rq1rle=gq79z5yl,PC,2m 56.460s,https://www.youtube.com/watch?v=RUeWOgwyFDM,,solo,2022-04-18,1,EZXP,,,,http://www.speedrun.com/bozombies/run/mkk9ojvm,verified
