game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PlayStation 4,11m 45.467s,https://youtu.be/B8J3tIb0h5c,,solo,2020-12-18,1,chnl,,,,http://www.speedrun.com/iwzombies/run/zn09r98y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,22m 58.000s,https://www.youtube.com/watch?v=HHIqFY7x8C8,,solo,2019-04-19,1,chnl,,,,http://www.speedrun.com/iwzombies/run/yvjwo5oy,verified
