game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,3m 32.430s,https://youtu.be/V8UfWskp8Tk,,solo,2024-11-12,1,TigerShrimp,,,,http://www.speedrun.com/BO6Zombies/run/yoxwkxjy,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,4m 32.760s,https://youtu.be/nCDhFW0J8og,,solo,2024-11-11,1,TigerShrimp,,,,http://www.speedrun.com/BO6Zombies/run/znxl5oly,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,6m 9.350s,https://youtu.be/lwy5GmLgU5k,,solo,2024-11-02,1,TigerShrimp,,,,http://www.speedrun.com/BO6Zombies/run/yj9rd9oz,verified
