game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Mob of the Dead,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; p85revng=5lmxo341,PC,1m 15.400s,https://www.youtube.com/watch?v=VWnyHxHHIl8,,solo,2022-07-21,1,theone53,,,,http://www.speedrun.com/bo2zombies/run/yw377g3m,rejected
Call of Duty: Black Ops II Zombies,,Mob of the Dead,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; p85revng=5lmxo341,PC,51.004s,https://youtu.be/ehkJe6ejwa4,https://www.youtube.com/watch?v=oBWhVorxnKw,co-op,2022-07-17,2,Droxzz,theone53,,,http://www.speedrun.com/bo2zombies/run/m338pwdm,rejected
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=0q56pm1p; ql659jn9=jqzv9eml,PC,42.322s,https://www.youtube.com/watch?v=TeeAkCnA7Jc&ab_channel=theone53,,co-op,2022-09-10,2,theone53,Vistek,,,http://www.speedrun.com/bo3zombies/run/yv002exz,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=5q8o3g1d; p85d45lg=xqk3g919,PC,3h 36m 11.000s,https://www.youtube.com/watch?v=4R7XDgCWa0Q,,co-op,2024-06-17,4,Mystic_TTV,Palmer,theone53,FnLizardKing,http://www.speedrun.com/bozombies/run/m32jqn6y,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=21dwn4le; rn1zvdlj=jq6pen1m,PC,1h 0m 6.000s,https://www.youtube.com/live/4gg74DdkPA8?si=XsP8diAFZe8Sxpro&t=6297,,co-op,2024-03-01,3,Mystic_TTV,Palmer,theone53,,http://www.speedrun.com/bozombies/run/z56gvxgy,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=5q8o3g1d; j84594n9=mln9o6qp,PC,4h 8m 57.000s,https://www.youtube.com/watch?v=vjOndfWHiTQ,,co-op,2024-02-29,4,Mystic_TTV,Palmer,theone53,SirModsAlot,http://www.speedrun.com/bozombies/run/z0kqj1jm,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=5q8o3g1d; 38dwzen0=klrde0qp,PC,1h 3m 3.000s,https://www.youtube.com/watch?v=_Osap-usmjg,,co-op,2024-01-07,4,Mystic_TTV,Palmer,theone53,DoggoTheLegend,http://www.speedrun.com/bozombies/run/yv5x6l8m,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=4qy9w3l7,PC,49m 39.000s,https://www.youtube.com/watch?v=pE7r85t6hXU,,co-op,2023-12-03,3,Mystic_TTV,Luisete2105,theone53,,http://www.speedrun.com/bozombies/run/m32j63wy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=gq79z5yl,PC,3m 8.388s,https://www.youtube.com/watch?v=Cqxd-bwYHMo,,co-op,2023-03-02,4,RainingZombies,MasterSmexy,theone53,Aslan61,http://www.speedrun.com/bozombies/run/mkv6145y,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=21dnjgle,PC,1h 7m 30.140s,https://www.youtube.com/watch?v=Cqxd-bwYHMo,,co-op,2023-03-02,4,RainingZombies,MasterSmexy,theone53,Aslan61,http://www.speedrun.com/bozombies/run/zqelqr5z,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=5q82p7kq,PC,2.400s,https://www.youtube.com/watch?v=tukmo6_JHBk&ab_channel=theone53,https://www.youtube.com/watch?v=3RH0gEahxR0,co-op,2022-09-10,3,theone53,Jayemce,Vistek,,http://www.speedrun.com/bozombies/run/m3xx696m,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=8149knjq; e8mz6mn6=zqon0r2l,PC,0.590s,https://www.youtube.com/watch?v=rntZ_fFT9WQ&ab_channel=Vis,,co-op,2022-10-28,2,theone53,Vistek,,,http://www.speedrun.com/wawzombies/run/yv05pnxz,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=8149knjq; 9l74r9l1=jqzvwo4l,PC,1m 33.570s,https://youtu.be/bulPQ_UNcPo,,co-op,2022-10-26,2,theone53,Vistek,,,http://www.speedrun.com/wawzombies/run/mkdr7v3y,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=8149knjq; e8mz6mn6=zqon0r2l,PC,1.140s,https://youtu.be/MDrZq-_RcFg,,co-op,2022-10-26,2,theone53,Vistek,,,http://www.speedrun.com/wawzombies/run/me1p91qy,rejected
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=jqzvwo4l,PC,1m 8.383s,https://www.youtube.com/watch?v=L74w1qmQ9NM&t=21s,,co-op,2022-09-12,3,theone53,Jayemce,Vistek,,http://www.speedrun.com/wawzombies/run/y8xxo65m,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=8149knjq; jlzjgxn2=21ge6kxl,PC,56.000s,https://www.youtube.com/watch?v=bfDTQw7tG0g,,co-op,2022-09-10,2,theone53,Vistek,,,http://www.speedrun.com/wawzombies/run/yl11o22m,verified
