game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=0q56pm1p; jlzz6xl2=0q54r9rl,Xbox One,4m 45.350s,https://youtu.be/oRWZAV34Vks,,co-op,2020-10-05,2,Real__Lord,LOADINGxkillz2,,,http://www.speedrun.com/bo3zombies/run/yo3k2l5y,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=0q56pm1p; 38dw04n0=p12opmkl,Xbox One,3m 31.000s,https://youtu.be/gGf2qNf2aUY,,co-op,2020-10-04,2,Real__Lord,LOADINGxkillz2,,,http://www.speedrun.com/bo3zombies/run/m3g5oxdz,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=0q56pm1p; 38dw04n0=p12opmkl,Xbox One,3m 36.000s,https://youtu.be/P43NQyp_RxQ,,co-op,2020-10-04,2,Real__Lord,LOADINGxkillz2,,,http://www.speedrun.com/bo3zombies/run/y8r29xxm,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=0q56pm1p; 38dw04n0=jq6om7qm,Xbox One,3m 54.430s,https://youtu.be/CDEXS1NXBWY,,co-op,2020-10-04,2,Real__Lord,LOADINGxkillz2,,,http://www.speedrun.com/bo3zombies/run/yj6l4doz,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=p12x9x4l; 2lg396np=0q56pm1p; 6njz75l4=jqzdk2lp,Xbox One,7m 53.000s,https://youtu.be/Dvd6FvuUImc,,co-op,2020-10-04,2,Real__Lord,LOADINGxkillz2,,,http://www.speedrun.com/bo3zombies/run/z53j1ejy,verified
