game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=jqz8rymq; dlo750j8=jq6w74jl,Xbox One S,43m 15.000s,https://m.youtube.com/watch?v=9YuGG9DKbGs&t=10s,,solo,2021-03-28,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/zgx19dem,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=jq6rwx3q; gnxj7pgl=810y752l,Xbox One S,7m 25.000s,https://m.youtube.com/watch?v=g9Cq5zbyUbA&t=1s,,solo,2021-03-23,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/m3n2qndy,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=mlnp4rd1; dlo750j8=jq6w74jl,Xbox One S,5m 36.000s,https://m.youtube.com/watch?v=yQ2LUbPHOnE&t=5s,,solo,2021-03-14,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/zgxjn4jm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,Xbox One S,6m 57.000s,https://m.youtube.com/watch?v=XNVZyHCar3Y,,solo,2021-03-13,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/zx6x5v8z,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,Xbox One S,2m 21.000s,https://m.youtube.com/watch?v=MRhsa8uk6ig,,solo,2021-03-13,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/zqgq5x9m,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,Xbox One S,2m 15.000s,https://m.youtube.com/watch?v=lC34JvmjI94&t=27s,,solo,2021-03-13,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/y66ewljy,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=mlnp4rd1; dlo750j8=jq6w74jl,Xbox One S,6m 43.000s,https://m.youtube.com/watch?v=CeEVkn_xyPE&t=25s,,solo,2021-03-12,1,Shadey733,,,,http://www.speedrun.com/bocwz/run/mk711l5y,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=0132y83q; 0nw2z6xn=gq7gzenq,Xbox One,2m 18.000s,https://m.youtube.com/watch?v=l-eR3_Rn7e4,,solo,2021-04-07,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/z18w2dwy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=gq7gzenq,Xbox One,2m 24.000s,https://m.youtube.com/watch?v=lYphejEFavE&t=6s,,solo,2021-04-01,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/y6644npy,verified
Call of Duty: Black Ops IIII Zombies,,Blood of the Dead,0nw2zqkn=rqvdzwyq; 5lyjm0yl=0132y83q; 789k790l=jqz4y7kl,Xbox One,3m 0.000s,https://m.youtube.com/watch?v=EK2pgHYkSu4&t=2s,,solo,2021-03-20,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/m3nvkdwy,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=5lmn2zmq; 5lyjm0yl=0132y83q; e8mywzx8=4lx4gw4q,Xbox One,3m 12.000s,https://m.youtube.com/watch?v=IK2L2vu02jw&t=16s,,solo,2021-03-19,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/yw02310m,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=814d4oj1; 5lyjm0yl=0132y83q; e8mywzx8=4lx4gw4q,Xbox One,3m 6.000s,https://m.youtube.com/watch?v=rIP5zhe4hwk&t=3s,,solo,2021-03-19,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/zp3o9qgm,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=0132y83q; 0nw2z6xn=gq7gzenq,Xbox One,2m 47.000s,https://m.youtube.com/watch?v=TmR88SWdo7c&t=3s,,solo,2021-03-17,1,Shadey733,,,,http://www.speedrun.com/bo4zombies/run/z068g58z,verified
