game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=5leo55qo; 38dw04n0=p12opmkl,PC,3m 32.400s,https://youtu.be/O91wWI5Xn1k,,solo,2022-08-15,1,Staid,,,,http://www.speedrun.com/bo3zombies/run/mrrk328m,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=5leo55qo; ql659jn9=jqzv9eml,PC,55.250s,https://youtu.be/hdzS1zpOXmk,,solo,2022-08-14,1,Staid,,,,http://www.speedrun.com/bo3zombies/run/yv06838z,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=81pded81; 2lg396np=5leo55qo; 6njz75l4=jqzdk2lp,PC,5m 18.750s,https://youtu.be/ZqEhtRrkuvQ,,solo,2022-08-13,1,Staid,,,,http://www.speedrun.com/bo3zombies/run/z0l5lx4z,verified
