game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q8kdkokq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 24.730s,https://youtu.be/zqMj9mmY6wg,,solo,2024-11-19,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/zgo54v0m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q8kdkokq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 37.860s,https://youtu.be/9lHHOp7ehQ0,,solo,2024-11-15,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/m7ok525y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,4m 57.970s,https://youtu.be/dHMRoELQu6s,,solo,2024-11-13,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/zpxjq3vm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,18m 43.170s,https://youtu.be/gULpmdOG3L8,,solo,2024-11-11,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/m3j4jvdz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,6m 8.960s,https://youtu.be/G2eN5BGymWI,,solo,2024-11-08,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/m3j4g14z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,23m 4.640s,https://youtu.be/_wLaDjrq6_g,,solo,2024-11-06,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/y8p4qvxz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,22m 20.650s,https://www.youtube.com/watch?v=xUeGzM0k2k8,,solo,2024-11-04,1,Quorin,,,,http://www.speedrun.com/BO6Zombies/run/yox85v5y,verified
