game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1pydo5v1; 68k16z3l=qyzjvg41; yn202mel=12vwvz2q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; wlegod2n=lr3yprml,Xbox Series X,31m 51.500s,https://www.twitch.tv/videos/2321375430,https://www.twitch.tv/videos/2321376420; https://www.twitch.tv/videos/2321375287; https://www.twitch.tv/videos/2321376372,co-op,2024-12-08,4,bonjourner,blazingswarm,onestonex,mrmuffinman22,http://www.speedrun.com/BO6Zombies/run/z08ex34m,verified
