game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,Xbox One,26m 32.030s,https://youtu.be/n97V0NMMxiQ,,co-op,2022-02-07,2,DoYouLikePantz,BubblesMctim995,,,http://www.speedrun.com/iwzombies/run/zgd8r3vz,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=21g9gyxq,Xbox One,15m 55.600s,https://www.youtube.com/watch?v=a-8-86OX6zo,,co-op,2022-02-06,2,DoYouLikePantz,BubblesMctim995,,,http://www.speedrun.com/iwzombies/run/zp2prj8y,verified
