game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Ashes of the Damned ,68kw0kk8=qyzoog61; wle3mz28=lr344ool; rn1kv91l=qvvoojrq; j84p9ww8=qj7nnp7q; rn1kv6kl=lr34vn0l; 789e9z6l=192ypp4q,PC,54m 9.000s,https://www.youtube.com/watch?v=5j-c7NG1OTA,,co-op,2025-11-28,2,Badger_Tv,BabySohink,,,http://www.speedrun.com/Bo7Zombies/run/y9wv1pkz,rejected
Call of Duty: Black Ops 7 Zombies,,Ashes of the Damned ,68kw0kk8=qyzoog61; wle3mz28=lr344ool; rn1kv91l=qvvoojrq; j84p9ww8=qj7nnp7q; rn1kv6kl=lr34vn0l; 789e9z6l=192ypp4q,PC,54m 9.000s,https://www.twitch.tv/videos/2630377683,,co-op,2025-11-28,2,BabySohink,Badger_Tv,,,http://www.speedrun.com/Bo7Zombies/run/ydodnrxz,rejected
