game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=rqvo0d7l; 0nw715r8=zqogr6p1; dlo750j8=jq6w74jl,PC,5m 28.027s,https://youtu.be/7h_PJrdByEU,,co-op,2024-07-25,2,hawklikescurry,Dylangillespie19,,,http://www.speedrun.com/bocwz/run/ylx0jkky,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=zqogr6p1; dlo750j8=jq6w74jl,PC,5m 29.072s,https://youtu.be/O9pqtTSM7BM,,solo,2024-07-25,1,hawklikescurry,,,,http://www.speedrun.com/bocwz/run/ydl646wz,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=0132y83q; 38dj3318=81w5xj91,PC,38m 19.670s,https://www.twitch.tv/videos/2084020357,,solo,2024-03-07,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/zn2k4q8z,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=0132y83q; 38dj3318=5lmg0eyl,PC,16m 43.700s,https://www.twitch.tv/videos/2084020357,,solo,2024-03-07,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/y8w2985y,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=0132y83q; 38dj3318=jq6z6wnl,PC,6m 36.110s,https://www.twitch.tv/videos/2084020357,,solo,2024-03-07,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/m305o3wm,verified
Call of Duty: Black Ops IIII Zombies,,Alpha Omega,9l71mw7l=klry7doq; 5lyjm0yl=0132y83q; yn21k7j8=4qyj4m6q,PC,2m 1.170s,https://www.youtube.com/watch?v=GtjH7P4Yvio,,solo,2024-02-26,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/m30ox7gm,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=0132y83q; 38dj3318=9qjxko0l,PC,1m 56.710s,https://www.youtube.com/watch?v=h_EzwNDgkIo,,solo,2024-02-20,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/zq860d9z,verified
Call of Duty: Black Ops IIII Zombies,,Dead of the Night,6njqrjpl=mln3grdq; 5lyjm0yl=0132y83q; kn0zwr38=5lmn7z4q,PC,1m 19.600s,https://www.youtube.com/watch?v=miwOutra7jo,,solo,2024-02-20,1,hawklikescurry,,,,http://www.speedrun.com/bo4zombies/run/ydnqwjqm,verified
