game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=5leo55qo; ylp4kjlg=5q84y46l,PlayStation 4,3m 52.470s,https://www.youtube.com/watch?v=SWoXiyZlFSU,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/zgn89gdy,rejected
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=5q84y46l,PlayStation 4,3m 24.450s,https://www.youtube.com/watch?v=oKZAi6Poh5c,,co-op,2018-01-08,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/yo4o57dm,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PlayStation 4,56.480s,https://www.youtube.com/watch?v=XksorgBiXOs,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/zpqp51gy,rejected
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=0q56pm1p; 38dw04n0=jq6om7qm,PlayStation 4,1m 7.310s,https://www.youtube.com/watch?v=rhpRQBM00do,,co-op,2018-01-08,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/ydq2orjm,rejected
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=0q56pm1p; 2lg7k6lp=mlnexenl,PlayStation 4,24.100s,https://www.youtube.com/watch?v=bMzw03kHQQA,,co-op,2018-01-08,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/y97kw9km,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=5leo55qo; 2lg7k6lp=mlnexenl,PlayStation 4,17.120s,https://www.youtube.com/watch?v=pruUXSieoEU,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/z13k7r9m,rejected
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=5q8d4d3l; 2lg396np=0q56pm1p; p85pd5lg=zqov8p1y,PlayStation 4,3m 7.330s,https://www.youtube.com/watch?v=bxY4ZSdWwdA,,co-op,2018-01-08,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/mk4qrg1y,rejected
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=0q56pm1p; wlewprl6=21dvj0j1,PlayStation 4,4m 28.480s,https://www.youtube.com/watch?v=CiTAk0o_Cxs,,co-op,2018-01-08,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/mrq251dy,rejected
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=5leo55qo; ql659jn9=jqzv9eml,PlayStation 4,30.720s,https://www.youtube.com/watch?v=vGfgA5qU5B0,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/zxvw5g5y,rejected
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=5leo55qo,PlayStation 4,1m 7.150s,https://www.youtube.com/watch?v=wn-SlEngdOQ,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/z5ok6rny,rejected
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=5leo55qo,PlayStation 4,1m 7.150s,https://www.youtube.com/watch?v=wn-SlEngdOQ,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/m3dk2r4z,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=gq79pjvl,PlayStation 4,42.110s,https://www.youtube.com/watch?v=wGDpJZOtWU8,,solo,2018-01-08,1,BoboPlayz,,,,http://www.speedrun.com/bo3zombies/run/y45k0rdm,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=0q56pm1p; jlzz6xl2=0q54r9rl,PlayStation 4,40.830s,https://www.youtube.com/watch?v=--P20wm8gpY,,co-op,2018-01-05,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/zxvwwwgy,rejected
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=0q56pm1p; 2lg7k6lp=mlnexenl,PlayStation 4,17.500s,https://youtu.be/Am0sUWac6Jk,,co-op,2018-01-05,2,AcidVisionZz,BoboPlayz,,,http://www.speedrun.com/bo3zombies/run/y67qqqqm,rejected
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=0q56pm1p; 2lg7k6lp=gq7282n1,PlayStation 4,20m 23.000s,https://youtu.be/CTizavJa8U4,,co-op,2017-10-24,2,BoboPlayz,Kyro,,,http://www.speedrun.com/bo3zombies/run/zgn8880y,rejected
