game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,29m 38.280s,https://youtu.be/yAaabUc4Vyc,,solo,2025-02-23,1,Kingchace,,,,http://www.speedrun.com/BO6Zombies/run/ydv249xy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,33m 0.640s,https://youtu.be/ILwEfSeU4-k,,solo,2025-02-20,1,Kingchace,,,,http://www.speedrun.com/BO6Zombies/run/z08x92om,verified
