game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,1m 27.000s,https://www.youtube.com/live/CHUFofExz8Q?si=aTqKQsLDdjO0_cws),https://youtu.be/q-ZtwZDmO5s,co-op,2024-11-02,2,Cr15py,XTK_Coogiecfc,,,http://www.speedrun.com/BO6Zombies/run/y9dgl5vm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 55.850s,https://youtube.com/live/nuC7xScYY4Q?feature=share),https://youtu.be/Hb4jtOIyYbI,co-op,2024-11-02,2,Cr15py,XTK_Coogiecfc,,,http://www.speedrun.com/BO6Zombies/run/ywxojppm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,13m 13.190s,https://youtube.com/live/jeMcC32NMGc?feature=share),https://youtu.be/9ss9ruomEe4,co-op,2024-11-02,2,Cr15py,XTK_Coogiecfc,,,http://www.speedrun.com/BO6Zombies/run/yj9r5vnz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,40m 25.800s,https://youtube.com/live/jeMcC32NMGc?feature=share),https://youtu.be/TOGjB4Cdj2s,co-op,2024-11-02,2,Cr15py,XTK_Coogiecfc,,,http://www.speedrun.com/BO6Zombies/run/zpxv8erm,verified
