game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PC,20m 48.640s,https://www.youtube.com/watch?v=9YrtVOT18vo&t=172s,,co-op,2025-08-13,2,eh_o_galo,fefemito1,,,http://www.speedrun.com/iwzombies/run/yd44nvjy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,PC,1m 22.720s,https://youtu.be/jJQlOoFmQcM,,co-op,2025-07-24,2,eh_o_galo,fefemito1,,,http://www.speedrun.com/iwzombies/run/yd4n960y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PC,22m 32.930s,https://www.youtube.com/watch?v=TBXdKv42ImE,,co-op,2025-07-24,2,eh_o_galo,fefemito1,,,http://www.speedrun.com/iwzombies/run/z5w870nz,verified
