game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=12vxm0dq,PC,23m 1.110s,https://www.youtube.com/watch?v=A07HZpqezBA&t=1181s,,solo,2024-11-10,1,exvixify,,,,http://www.speedrun.com/BO6Zombies/run/z5g4k9dm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=12vxm0dq,PC,23m 1.290s,https://youtu.be/A07HZpqezBA,,solo,2024-11-04,1,exvixify,,,,http://www.speedrun.com/BO6Zombies/run/zgo160em,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=12vxm0dq,PC,32m 52.500s,https://www.youtube.com/watch?v=xGcBGHq828A,,solo,2024-11-04,1,exvixify,,,,http://www.speedrun.com/BO6Zombies/run/m7ojlney,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,37m 20.190s,https://youtu.be/Gra9-XHVyB4,,solo,2024-11-03,1,exvixify,,,,http://www.speedrun.com/BO6Zombies/run/znx62q3y,verified
