game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,Xbox One,3m 30.310s,https://youtu.be/oMpOsMbn4Zg?si=ol8zr1iu96QsPj_q,,co-op,2024-09-06,2,Azpickle07,Dubz4nugg3tz,,,http://www.speedrun.com/iwzombies/run/ydl148jz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=8100pnj1,Xbox One,3m 38.000s,https://youtu.be/TbwNUcywOag?si=1C3suXYG3bF_g6Ct,,co-op,2024-09-06,2,Azpickle07,Dubz4nugg3tz,,,http://www.speedrun.com/iwzombies/run/yoxdevdy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,Xbox One,4m 0.000s,https://youtu.be/F_Ixg1dhmyY,,co-op,2022-10-14,2,Azpickle07,Dubz4nugg3tz,,,http://www.speedrun.com/iwzombies/run/zgqjqojy,rejected
