game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,12m 50.320s,https://youtu.be/SCKKjVY5j00,,solo,2023-03-11,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/zpgk0prz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PC,20m 36.290s,https://youtu.be/4I_AEBfiEg0,,solo,2023-03-07,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/mrox212m,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=jqzv8d4l,PC,1m 46.190s,https://youtu.be/muokhLYaJtw,,solo,2023-03-05,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/yolx21dy,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=jqzv8d4l,PC,1m 46.670s,https://youtu.be/NMZBQWDWf-E,,solo,2023-03-02,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/yol0q15y,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,13m 36.650s,https://youtu.be/vIgvb70p00M,,solo,2023-02-28,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/meew35qm,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,13m 59.630s,https://www.youtube.com/watch?v=R_PJF0ZetH0,,solo,2023-02-19,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/z1qlnlgy,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,14m 39.470s,https://youtu.be/MP-I6Eu1JoI,,solo,2023-02-17,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/y806v5nm,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,17m 8.450s,https://www.youtube.com/watch?v=278Yn-wiKUw&t=49s,,solo,2023-02-16,1,fishsofa,,,,http://www.speedrun.com/iwzombies/run/yoln3gjy,verified
