game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=21d36o5q; 2lg396np=5leo55qo; 789ye5nw=810646p1,PlayStation 4,5m 34.911s,https://www.youtube.com/watch?v=wS-pzuFQASc,,solo,2018-11-21,1,De-Ultimate-Mark,,,,http://www.speedrun.com/bo3zombies/run/z03n1ojz,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=21g29o8l; 2lg396np=5leo55qo; ylp4kjlg=5q84y46l,PlayStation 4,11m 48.169s,https://www.youtube.com/watch?v=UR61BqfQO4Y,,solo,2018-11-21,1,De-Ultimate-Mark,,,,http://www.speedrun.com/bo3zombies/run/zn4jrl3m,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=5lmg2wml; 2lg396np=5leo55qo; ylp4gjlg=0q5xgzr1,PlayStation 4,14m 14.089s,https://www.youtube.com/watch?v=zatABLipvIs,,solo,2018-11-21,1,De-Ultimate-Mark,,,,http://www.speedrun.com/bo3zombies/run/y2qjd17y,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=jq6zvgjl; 2lg396np=5leo55qo; ylp4gjlg=21dv5z41,PlayStation 4,1m 55.839s,https://www.youtube.com/watch?v=UAbgbdxj7nc,,solo,2018-11-20,1,De-Ultimate-Mark,,,,http://www.speedrun.com/bo3zombies/run/y6pop46m,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=5lmg2wml; 2lg396np=5leo55qo; ylp4gjlg=21dv5z41,PlayStation 4,45.951s,https://www.youtube.com/watch?v=otSENijT97Y,,solo,2018-11-20,1,De-Ultimate-Mark,,,,http://www.speedrun.com/bo3zombies/run/me8e850m,verified
Call of Duty: WWII Zombies,,The Final Reich,38dojm0l=5q82o6gq; r8rgo40n=814kmejl; onv7j35n=4qyd382q,PlayStation 4,35m 39.000s,https://www.youtube.com/watch?v=qDKx_FvuyX8,,solo,2017-12-16,1,De-Ultimate-Mark,,,,http://www.speedrun.com/wwiizombies/run/y42o6rnm,verified
