game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=12vwvz2q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,46m 57.000s,https://youtu.be/Lvo8wUx04KI,,co-op,2024-12-02,4,GARRETTSWORLD,Sw1shers,Palper2700,Akekes,http://www.speedrun.com/BO6Zombies/run/y8o3n2nm,verified
