game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=5q8j5e6l; gnxjvm4l=81483dkl; dlo7yxm8=81pv8nn1; onv7j35n=4qyd382q,Xbox One,36m 39.000s,https://www.youtube.com/watch?v=0R2t1QblBb4,,co-op,2021-03-01,2,CC Yolo Knifer 24,JSKRINE99,,,http://www.speedrun.com/wwiizombies/run/y8v6w7wz,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=4qyd3xdq; gnxjvm4l=81483dkl; dlo7yxm8=81pv8nn1; onv7j35n=4qyd382q,Xbox One,43m 47.000s,https://www.twitch.tv/videos/925174285,,co-op,2021-02-23,3,AguaPowerz-Noah,CC Yolo Knifer 24,JSKRINE99,,http://www.speedrun.com/wwiizombies/run/zgxel50m,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=mlnpryn1; gnxjvm4l=81483dkl; dlo7yxm8=81pv8nn1; onv7j35n=mlnprkj1,Xbox One,52m 50.000s,https://www.twitch.tv/videos/925174816,,co-op,2021-02-23,4,AguaPowerz-Noah,CC Yolo Knifer 24,JSKRINE99,RankSleet568671,http://www.speedrun.com/wwiizombies/run/mk70pj3y,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=21d9r4gq; gnxjvm4l=0q5yk8vl; dlo7yxm8=xqk2784q; onv7j35n=4qyd382q,Xbox One,2h 14m 48.000s,https://www.twitch.tv/videos/925174285,,co-op,2021-02-23,3,AguaPowerz-Noah,CC Yolo Knifer 24,JSKRINE99,,http://www.speedrun.com/wwiizombies/run/me9lwrqz,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=mlnpryn1; gnxjvm4l=81483dkl; dlo7yxm8=xqk2784q; onv7j35n=4qyd382q,Xbox One,2h 48m 22.000s,https://www.twitch.tv/videos/925174816,,co-op,2021-02-23,4,AguaPowerz-Noah,CC Yolo Knifer 24,JSKRINE99,RankSleet568671,http://www.speedrun.com/wwiizombies/run/yo9n011y,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=5q8j5e6l; gnxjvm4l=81483dkl; dlo7yxm8=xqk2784q; onv7j35n=4qyd382q,Xbox One,1h 37m 17.000s,https://www.youtube.com/watch?v=0R2t1QblBb4,,co-op,2021-02-17,2,CC Yolo Knifer 24,JSKRINE99,,,http://www.speedrun.com/wwiizombies/run/ylo6dg2y,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=5q8j5e6l; gnxjvm4l=81483dkl; dlo7yxm8=gq70kgrl; onv7j35n=4qyd382q,Xbox One,3h 44m 33.000s,https://www.youtube.com/watch?v=0R2t1QblBb4,,co-op,2021-02-17,2,CC Yolo Knifer 24,JSKRINE99,,,http://www.speedrun.com/wwiizombies/run/mr4lxj4z,verified
Call of Duty: WWII Zombies,,The Tortured Path Survival,j845epyn=21d9r4gq; gnxjvm4l=81483dkl; dlo7yxm8=gq70kgrl; onv7j35n=mlnprkj1,Xbox One,3h 43m 16.000s,https://www.twitch.tv/videos/860790070,,co-op,2021-01-04,2,CC Yolo Knifer 24,JSKRINE99,,,http://www.speedrun.com/wwiizombies/run/m780o9wz,verified
