game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies Mobile,,Ascension,6njz1mpl=21dwdp3l; p8542e7l=21gdepx1,Android,19m 16.000s,https://youtu.be/7Hgrp64YS5I,,solo,2020-12-26,1,Villan5546,,,,http://www.speedrun.com/codzmobile/run/y2drj99z,verified
Call of Duty: Black Ops Zombies Mobile,,Kino Der Toten,6njz1mpl=21dwdp3l; rn102wo8=jq6ryjnq,Android,46m 37.000s,https://youtu.be/-ab127ixNWg,,solo,2020-12-03,1,Villan5546,,,,http://www.speedrun.com/codzmobile/run/yv9v7voz,verified
