game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=zqom2j21,PC,3m 37.000s,https://www.twitch.tv/videos/1828309378,,solo,2023-05-24,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/y862pxxm,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=jq6vye71,PC,25m 26.000s,https://www.twitch.tv/videos/1741638023,,solo,2023-02-18,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/yv8p006m,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=4lxg0jrq; ylqzqmlr=013w4x3q,PC,3m 24.000s,https://www.twitch.tv/videos/1741638024,,solo,2023-02-18,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/zqej97xz,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=81060d51,PC,14m 20.000s,https://www.twitch.tv/videos/1734835342,,solo,2023-02-11,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/z5eerp5z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=81060d51,PC,14m 32.290s,https://www.twitch.tv/videos/1734300867,,solo,2023-02-10,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/zpgglgxz,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=zqom2j21,PC,3m 44.810s,https://www.twitch.tv/videos/1733171389,,solo,2023-02-09,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/m7229x9z,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=4lxg0jrq; jlzjgxn2=4qy75w7q,PC,16m 4.000s,https://www.twitch.tv/videos/1732124229,,solo,2023-02-08,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/y2je407z,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=4lxg0jrq; e8mz6mn6=81pe4gkl,PC,16m 54.000s,https://www.twitch.tv/videos/1731206126,,solo,2023-02-07,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/zqe92nxz,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=4lxg0jrq; e8mz6mn6=5lm8w24q,PC,3m 52.247s,https://www.twitch.tv/videos/1728828106,,solo,2023-02-05,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/mror458m,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=4lxg0jrq; e8mz6mn6=5lm8w24q,PC,4m 3.830s,https://www.twitch.tv/videos/1728458936,,solo,2023-02-04,1,RushinAssassin,,,,http://www.speedrun.com/wawzombies/run/y96x10vy,verified
