game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=0q56pm1p; wlewprl6=5q8ppgld,PlayStation 4,33m 44.000s,https://www.twitch.tv/videos/83535475,,co-op,2016-08-14,2,Deeeku,Stealthscreen,,,http://www.speedrun.com/bo3zombies/run/y2vge79z,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=814jp01d; wlewprl6=5q8ppgld,PlayStation 4,41m 41.000s,https://www.twitch.tv/videos/83636579,,co-op,2016-08-14,4,Deeeku,Michel2023,SESH,Stealthscreen,http://www.speedrun.com/bo3zombies/run/y2vgeg7z,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=5leo55qo; wlewprl6=5q8ppgld,PlayStation 4,30m 27.000s,https://www.twitch.tv/videos/83516168,,solo,2016-04-14,1,Stealthscreen,,,,http://www.speedrun.com/bo3zombies/run/zgxeqkvm,verified
