game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=5lm8p3yq,PC,3m 52.150s,https://youtu.be/03rLRWBzfp4,,solo,2023-04-06,1,Kraysito,,,,http://www.speedrun.com/iwzombies/run/y96q33ry,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=5lm8p3yq,PC,3m 49.440s,https://www.youtube.com/watch?v=skgSitXLBxw,,solo,2023-04-06,1,Kraysito,,,,http://www.speedrun.com/iwzombies/run/y6o4990y,verified
