game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=5le3mo6q,PC,57m 16.000s,https://youtu.be/OoqqJNdxjjY,,solo,2018-07-02,1,Dead Sargent,,,,http://www.speedrun.com/wawzombies/run/zplw14xm,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=0q5xg6v1,PC,1h 15m 35.000s,https://youtu.be/OoqqJNdxjjY,,solo,2018-07-02,1,Dead Sargent,,,,http://www.speedrun.com/wawzombies/run/yj62g6dz,verified
