game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=q6507yol; r8r65558=1w4p8e6q; 5lyyoo2l=qkej8r4q; ylq4117n=1dkzd4gl; e8mg33e8=qznp46kq,PC,12m 23.000s,https://youtu.be/R7HA0E78P_k,,solo,2026-03-10,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/y265p05m,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=q6507yol; r8r65558=1w4p8e6q; 5lyyoo2l=qkej8r4q; ylq4117n=q8k6ze6q; e8mg33e8=qznp46kq,PC,13m 20.000s,https://youtu.be/nNMXj_QWdSY,,solo,2026-03-10,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/y8l28jxm,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=qj70dwoq; r8r65558=1w4p8e6q; 5lyyoo2l=qkej8r4q; ylq4117n=q8k6ze6q; e8mg33e8=qznp46kq,PC,10m 54.000s,https://youtu.be/AMNQhwZYtmQ,,solo,2026-03-10,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/yve6rq8m,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=qj70dwoq; r8r65558=1w4p8e6q; 5lyyoo2l=qkej8r4q; ylq4117n=1dkzd4gl; e8mg33e8=qznp46kq,PC,10m 4.000s,https://youtu.be/Jx5O9RdUZxk,,solo,2026-03-10,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/zn6kp7vy,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=qyzoog61; 38dg6648=q6507yol; r8r65558=lmokn801; 5lyyoo2l=qkej8r4q; ylq4117n=1dkzd4gl; e8mg33e8=qznp46kq,PC,42m 59.000s,https://www.youtube.com/watch?v=bsTbOCDhHyc,https://youtu.be/rPQdnEKq9bA?si=Kd66u8NQ-LvvJjHI,co-op,2026-03-07,2,JacksonVey,MangoTown,,,http://www.speedrun.com/Bo7Zombies/run/yjr3vj7z,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=q6507yol; r8r65558=lmokn801; 5lyyoo2l=qkej8r4q; ylq4117n=q8k6ze6q; e8mg33e8=qznp46kq,PC,41m 25.340s,https://youtu.be/rB5h5yPXLJE,,solo,2026-03-04,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/y8l1v51m,verified
Call of Duty: Black Ops 7 Zombies,,Astra Malorum ,68kw0kk8=q8k88wyq; 38dg6648=qj70dwoq; r8r65558=lmokn801; 5lyyoo2l=qkej8r4q; ylq4117n=1dkzd4gl; e8mg33e8=qznp46kq,PC,31m 58.550s,https://youtu.be/nVmHpZuehvs?si=A3lLAQpiZUPnwdZT,,solo,2026-02-23,1,JacksonVey,,,,http://www.speedrun.com/Bo7Zombies/run/y263g56m,verified
