game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PlayStation 4,17m 17.540s,https://www.youtube.com/watch?v=dhaFUkK6nUA,,co-op,2024-03-28,2,chipolox7,shammyyy21,,,http://www.speedrun.com/iwzombies/run/zq819oxz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PlayStation 4,18m 26.710s,https://www.youtube.com/watch?v=7igKKtxoYb0&feature=youtu.be,,co-op,2024-03-07,2,chipolox7,shammyyy21,,,http://www.speedrun.com/iwzombies/run/zq8w6g8z,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 789kjr0l=21gev7xl,PlayStation 4,25m 40.000s,https://www.youtube.com/watch?v=ZgDOZVWX44o,,co-op,2024-02-02,2,chipolox7,shammyyy21,,,http://www.speedrun.com/iwzombies/run/yjw0g9nm,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=gq792yyl,PlayStation 4,22m 10.000s,https://www.youtube.com/watch?v=S7VqS4Clm0o,,co-op,2024-02-01,2,chipolox7,shammyyy21,,,http://www.speedrun.com/iwzombies/run/y8k72l5y,verified
