game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=81w486vq; ylq5o7lr=gq792yyl,PC,20m 54.220s,https://youtu.be/0EXEOE32R9I?si=qJ-ZjAtqoOmFMqj8,,co-op,2025-05-20,3,SkyTheSociety,vxtql,MRdankM3M3s,,http://www.speedrun.com/iwzombies/run/zg6w900m,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=gq792yyl,PC,26m 16.970s,https://www.youtube.com/watch?v=3hrUgfH3tMk,https://youtu.be/3hrUgfH3tMk?si=04RrwF7dIRVbyUXp,co-op,2025-05-20,2,SkyTheSociety,vxtql,,,http://www.speedrun.com/iwzombies/run/yjqlqddm,verified
