game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox One S,21m 33.790s,https://www.twitch.tv/videos/2300678850,,co-op,2024-11-13,2,snickelfritz_420,strawhatxx420,,,http://www.speedrun.com/BO6Zombies/run/yvxkwn4z,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=12vwvz2q; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,20m 49.800s,https://www.twitch.tv/videos/2300540821,,co-op,2024-11-13,2,strawhatxx420,snickelfritz_420,,,http://www.speedrun.com/BO6Zombies/run/mrxp3e8m,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qox3x54q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1h 30m 48.460s,https://www.twitch.tv/videos/2300446921,,solo,2024-11-13,1,strawhatxx420,,,,http://www.speedrun.com/BO6Zombies/run/m3j4p84z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Series X,22m 54.800s,https://www.twitch.tv/videos/2295578073,,co-op,2024-11-07,2,strawhatxx420,snickelfritz_420,,,http://www.speedrun.com/BO6Zombies/run/yj9v43dz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Series X,34m 50.380s,https://youtu.be/KO2nzNByKvk,,solo,2024-11-05,1,strawhatxx420,,,,http://www.speedrun.com/BO6Zombies/run/ylx2g3ny,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Series S,34m 59.850s,https://www.twitch.tv/videos/2293902825,,co-op,2024-11-05,2,strawhatxx420,snickelfritz_420,,,http://www.speedrun.com/BO6Zombies/run/ydlpo4jz,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox One S,34m 57.710s,https://www.twitch.tv/videos/2294386604,,co-op,2024-11-03,2,snickelfritz_420,strawhatxx420,,,http://www.speedrun.com/BO6Zombies/run/y2w6426y,rejected
