game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=21dv60j1,PlayStation 4,15m 28.767s,https://youtu.be/PVNOlnQXVPY,,solo,2021-02-18,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/zqg7pw9m,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,3m 42.417s,https://youtu.be/7Y3RLY7XP10,,solo,2021-02-15,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/mr46w67z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,2m 42.733s,https://youtu.be/6TKCsaixhu0,,solo,2021-02-15,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/mr46wo7z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=21g9gyxq,PlayStation 4,13m 11.150s,https://youtu.be/BfoCxnD6LSc,,solo,2021-02-15,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/y2v06jwz,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=jq6ypon1,PlayStation 4,3m 15.000s,https://youtu.be/wt5NG8efCLo,,solo,2020-04-28,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/yw88xw0y,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=21ge9kml,PlayStation 4,5m 7.000s,https://youtu.be/YmqoViXCjQc,,solo,2020-04-28,1,AD95VIPER,,,,http://www.speedrun.com/iwzombies/run/z15rvojy,verified
