game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=gq792yyl,PC,17m 14.011s,https://youtu.be/eKAVR5aAvxs?si=Zt6gYZvs40KnWoD0,,co-op,2026-01-11,2,jbangswag,insomniac_isla,,,http://www.speedrun.com/iwzombies/run/zg9jxqdm,verified
