game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=gq7gzenq,PC,2m 26.420s,https://youtu.be/_ybwAH9_hCA,,solo,2022-12-26,1,intendowii,,,,http://www.speedrun.com/bo4zombies/run/mrok1e4m,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=5lmn2zmq; 5lyjm0yl=0132y83q; e8mywzx8=4lx4gw4q,PC,2m 59.610s,https://youtu.be/lIBcIMuZmU8,,solo,2022-12-26,1,intendowii,,,,http://www.speedrun.com/bo4zombies/run/meeo920m,verified
Call of Duty: Black Ops IIII Zombies,,Ancient Evil,wl339yyl=zqo3pk4q; 5lyjm0yl=0132y83q; wlex9v28=0q55n6vq,PC,2m 28.370s,https://youtu.be/NVxRtPnQzEw,,solo,2022-12-26,1,intendowii,,,,http://www.speedrun.com/bo4zombies/run/meeo903m,verified
Call of Duty: Black Ops IIII Zombies,,Blood of the Dead,0nw2zqkn=rqvdzwyq; 5lyjm0yl=0132y83q; 789k790l=jqz4y7kl,PC,2m 49.680s,https://youtu.be/9e2L5nqPPp0,,solo,2022-12-25,1,intendowii,,,,http://www.speedrun.com/bo4zombies/run/z0n59qem,verified
