game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,Xbox One,3m 0.200s,https://www.twitch.tv/videos/1860863746,https://www.twitch.tv/videos/1860860836,co-op,2023-07-01,2,Air6463,zxckv,,,http://www.speedrun.com/iwzombies/run/m70x7d0y,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=jq6ypon1,Xbox One,2m 48.500s,https://www.twitch.tv/videos/1860860836,https://www.twitch.tv/videos/1860863746,co-op,2023-07-01,2,zxckv,Air6463,,,http://www.speedrun.com/iwzombies/run/mrlrn42m,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,Xbox One,3m 4.400s,https://www.twitch.tv/videos/1860863746,https://www.twitch.tv/videos/1860860836,co-op,2023-07-01,2,Air6463,zxckv,,,http://www.speedrun.com/iwzombies/run/zgeqrxvy,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=jq6ypon1,Xbox One,2m 42.100s,https://www.twitch.tv/videos/1860860836,https://www.twitch.tv/videos/1860863746,co-op,2023-07-01,2,zxckv,Air6463,,,http://www.speedrun.com/iwzombies/run/z1lgxorm,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,Xbox One,1m 30.400s,https://www.twitch.tv/videos/1860863746,https://www.twitch.tv/videos/1860860836,co-op,2023-07-01,2,Air6463,zxckv,,,http://www.speedrun.com/iwzombies/run/mel1468z,verified
