game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Shattered Veil,gnxqjz68=q5vk8e2l; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; dloe7zen=qke78kkq,PC,3m 11.117s,https://www.youtube.com/watch?v=OXhr3JYrFn0https://youtube.com/live/OXhr3JYrFn0,https://www.youtube.com/watch?v=-XDEAhFySCg,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/yl54g5nz,verified
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=10v9wkol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PlayStation 5,2m 16.000s,https://www.youtube.com/watch?v=A1HQftKyr94https://www.youtube.com/watch?v=A1HQftKyr94,https://www.youtube.com/live/jg24X77NA7Q,co-op,2025-10-11,2,R31B4J,thanoz,,,http://www.speedrun.com/BO6Zombies/run/y68pk86z,verified
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1928mw8q; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; wlegod2n=1gn2dp6l,PC,2m 31.167s,https://www.youtube.com/watch?v=fzuWHsONdeUhttps://youtube.com/live/fzuWHsONdeU,https://youtu.be/IWXXUHN3txE,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/y2rqlr9m,verified
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,2m 56.517s,https://www.youtube.com/watch?v=jg24X77NA7Qhttps://youtube.com/live/jg24X77NA7Q,https://youtu.be/A1HQftKyr94,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/zp507ogy,verified
Call of Duty: Black Ops 6 Zombies,,The Reckoning ,6njpd4en=q75ex4p1; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; kn0eoj78=ln86o0ol,PC,3m 13.000s,https://www.youtube.com/watch?v=vo7T9KzEHTI?t=1926https://www.youtube.com/live/vo7T9KzEHTI?si=eVhb8W3UNVUKjkTe&t=1926,https://www.youtube.com/watch?v=DKO93D-8miQ,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/z5619gny,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,9m 52.000s,https://www.youtube.com/watch?v=vo7T9KzEHTIhttps://www.youtube.com/live/vo7T9KzEHTI,https://www.youtube.com/watch?v=xVJCbdm98pc,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/zg974odm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,4m 14.000s,https://www.youtube.com/watch?v=vo7T9KzEHTIhttps://www.youtube.com/watch?v=vo7T9KzEHTI?si=F70yVeSDR6Tk12Kn,https://www.youtube.com/watch?v=xVJCbdm98pc,co-op,2025-10-11,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/yw5plx0y,verified
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,3m 40.000s,https://www.youtube.com/watch?v=DLLhlPZQ8iM,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/y8oge7wm,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,3m 40.000s,https://www.youtube.com/watch?v=DLLhlPZQ8iM,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/y6gj91qm,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,2m 50.000s,https://www.youtube.com/watch?v=EhNVO1ppqac,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/men245qm,rejected
