game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=klrmdjqp; 7893j98w=p128kd1x,PC,4h 17m 2.000s,https://www.youtube.com/watch?v=sWmhD6OXYa4,,co-op,2022-02-08,2,VoOdKa,REDRES,,,http://www.speedrun.com/bozombies/run/y40loeqz,verified
