game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PlayStation 4,19m 28.000s,https://youtu.be/Pt1LiAq4QSk?si=CAfCAeE-mSimJueHI’m,,co-op,2025-01-14,2,SHOOTIST262,Criticalkenny262,,,http://www.speedrun.com/iwzombies/run/yvn1nxxm,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PlayStation 4,19m 11.330s,https://youtu.be/Pt1LiAq4QSk?si=yyHKkmjcsxJMQImt,,co-op,2025-01-12,2,SHOOTIST262,Criticalkenny262,,,http://www.speedrun.com/iwzombies/run/zxjgn15y,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=0139rzx1,PlayStation 4,19m 9.650s,https://youtu.be/Pt1LiAq4QSk?si=g80W7BNTByXCeBiI,,co-op,2025-01-12,2,SHOOTIST262,Criticalkenny262,,,http://www.speedrun.com/iwzombies/run/zgjg2onz,verified
