game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops IIII Zombies,,Blood of the Dead,0nw2zqkn=5le8vz6l; 5lyjm0yl=rqvmnpwq; 789k790l=klr76w0q,PlayStation 4,1h 14m 23.000s,https://youtu.be/Zo9ekT-qKg4,,co-op,2022-08-28,2,JLRC,JUMPIN_JACK-FLSH,,,http://www.speedrun.com/bo4zombies/run/mkd5g7vy,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=rqvmnpwq; 38dj3318=4qyjgm3q,PlayStation 4,45m 16.430s,https://www.youtube.com/watch?v=-7Ktry6ubME,,co-op,2022-06-07,2,JLRC,JUMPIN_JACK-FLSH,,,http://www.speedrun.com/bo4zombies/run/y60o311y,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=rqvmnpwq; 38dj3318=4qyjgm3q,PlayStation 4,57m 19.433s,https://youtu.be/bPFvGRLATc4,,co-op,2022-05-26,2,JLRC,JUMPIN_JACK-FLSH,,,http://www.speedrun.com/bo4zombies/run/zp92w7vm,verified
Call of Duty: Black Ops IIII Zombies,,Tag Der Toten,p853770n=5q8dw3rl; 5lyjm0yl=rqvmnpwq; 38dj3318=4qyjgm3q,PlayStation 4,57m 19.433s,https://youtu.be/bPFvGRLATc4,,co-op,2022-05-25,2,JLRC,JUMPIN_JACK-FLSH,,,http://www.speedrun.com/bo4zombies/run/mr76xggz,rejected
