game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PC,2m 8.498s,https://youtu.be/T4AJk_J-6AM,,solo,2020-11-12,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/yo3p7wjy,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PC,3m 1.647s,https://youtu.be/rWYw0Q5IrNA,,solo,2020-11-11,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/y2dpqo9z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PC,22m 1.400s,https://youtu.be/90C4i99w0Bs,,solo,2020-11-11,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/zxd721qy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PC,2m 9.898s,https://youtu.be/UdfdMWKdqOQ,,solo,2020-11-11,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/y2dpdd5z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PC,21m 31.755s,https://youtu.be/LbUM5JVeVfA,,solo,2020-11-10,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/z5321ngy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PC,23m 3.236s,https://youtu.be/8DxPTxxnuxk,,solo,2020-11-08,1,JCglitchmaster,,,,http://www.speedrun.com/iwzombies/run/m3g6v6qz,rejected
