game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=81w486vq; onvyp7nm=0139rzx1,Xbox One,22m 26.000s,https://www.twitch.tv/videos/734587493,,co-op,2020-09-07,3,NightOwl606,bonecollectorjr1,GiesTSubatomic,,http://www.speedrun.com/iwzombies/run/m751x30z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=81w486vq; onvyp7nm=0139rzx1,Xbox One,22m 30.000s,https://www.twitch.tv/videos/734593648,,co-op,2020-09-07,2,bonecollectorjr1,NightOwl606,,,http://www.speedrun.com/iwzombies/run/z535xkgy,rejected
