game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,2m 51.068s,https://streamable.com/o308r4,,solo,2024-03-30,1,Dombrose,,,,http://www.speedrun.com/iwzombies/run/yo07gd0y,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,2m 0.037s,https://streamable.com/y0cdlv,,solo,2024-03-30,1,Dombrose,,,,http://www.speedrun.com/iwzombies/run/z58r4v5z,rejected
