game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Nuketown,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 6njyzen4=9qjwe2g1,PC,3m 58.490s,https://youtu.be/eUqz2ew3SlU,,solo,2023-03-19,1,Raihwy,,,,http://www.speedrun.com/bo2zombies/run/y80g6r5m,verified
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 2lg32qnp=p12o4vdl,PC,3m 4.000s,https://youtu.be/Pu7Qslu44cQ,,solo,2023-03-16,1,Raihwy,,,,http://www.speedrun.com/bo2zombies/run/y4gn98qy,verified
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 2lg32qnp=p12o4vdl,PC,3m 10.000s,https://www.youtube.com/watch?v=lCGgtOQ5XPI,,solo,2023-03-11,1,Raihwy,,,,http://www.speedrun.com/bo2zombies/run/z0n89njm,verified
