game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lr3y320l; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Game Pass,1h 28m 36.550s,https://www.twitch.tv/videos/2309370953,,co-op,2024-11-23,2,Fiatal_K,Vretyil,,,http://www.speedrun.com/BO6Zombies/run/znxdv2vy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qox3x54q; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Game Pass,48m 42.633s,https://www.twitch.tv/videos/2309351394,,co-op,2024-11-23,2,Fiatal_K,Vretyil,,,http://www.speedrun.com/BO6Zombies/run/z0qvjx9m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=139m92y1; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Game Pass,2h 45m 37.560s,https://www.twitch.tv/videos/2309321241,,co-op,2024-11-23,2,Fiatal_K,Vretyil,,,http://www.speedrun.com/BO6Zombies/run/yox1nl0y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=139m92y1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Game Pass,2h 18m 17.830s,https://www.twitch.tv/videos/2309300609,,solo,2024-11-23,1,Fiatal_K,,,,http://www.speedrun.com/BO6Zombies/run/yvxwp0oz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,Xbox Game Pass,25m 4.350s,https://drive.google.com/file/d/1X0lWPKV7aqqKwIS3NeFG0luLgSFcwPWv/view?usp=sharing,,co-op,2024-10-27,3,Fiatal_K,LawyerDaev,Vretyil,,http://www.speedrun.com/BO6Zombies/run/ywx5w82m,rejected
