game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=5leo55qo; 2lg7k6lp=mlnexenl,PC,16.033s,https://medal.tv/games/cod-black-ops-3/clips/mccnMdxNeeQyM6KfA?invite=cr-MSxGOG8sNTI1MDMyMTg2&v=32,,solo,2026-02-26,1,iD7Rs,,,,http://www.speedrun.com/bo3zombies/run/m7j9v8wm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PC,54.667s,https://medal.tv/games/cod-black-ops-3/clips/mbUdFw9YPQvPMls4s?invite=cr-MSxnOUEsNTI1MDMyMTg2&v=78,,solo,2026-02-25,1,iD7Rs,,,,http://www.speedrun.com/bo3zombies/run/yo84xndz,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PC,53.190s,https://medal.tv/games/cod-black-ops-3/clips/mbUdFw9YPQvPMls4s?invite=cr-MSxnOUEsNTI1MDMyMTg2&v=78,,solo,2026-02-25,1,iD7Rs,,,,http://www.speedrun.com/bo3zombies/run/z02eqnem,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PC,53.190s,https://medal.tv/games/cod-black-ops-3/clips/mbUdFw9YPQvPMls4s?invite=cr-MSxnOUEsNTI1MDMyMTg2&v=78,,solo,2026-02-25,1,iD7Rs,,,,http://www.speedrun.com/bo3zombies/run/ydpql1jy,rejected
