game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=4lxz9212; 38dw04n0=jqz2ogqp,PlayStation 4,54m 55.840s,https://youtu.be/YoAxwH28bMM,,co-op,2022-01-06,3,CarginTurbo,Bosscar14,Bread_143,,http://www.speedrun.com/bo3zombies/run/ywjqvg0z,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=4lxz9212; ql659jn9=jqzv9eml,PlayStation 4,38.150s,https://youtu.be/zHjgcgDXtnk,,co-op,2022-01-03,3,CarginTurbo,Bosscar14,Bread_143,,http://www.speedrun.com/bo3zombies/run/zq0ge31y,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=4lxz9212; ql659jn9=jqzv9eml,PlayStation 4,57.683s,https://youtu.be/tR7qSmRk3x0,,co-op,2022-01-03,3,CarginTurbo,Bosscar14,Bread_143,,http://www.speedrun.com/bo3zombies/run/z5v0e7dm,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=4lxz9212; ql659jn9=jqzv9eml,PlayStation 3,1m 7.500s,https://youtu.be/rKJuNzfYT6E,,co-op,2022-01-03,3,CarginTurbo,Bosscar14,Bread_143,,http://www.speedrun.com/bo3zombies/run/zgdx2k0z,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=810w6w2q; 2lg396np=4lxz9212; ylqx7m8r=814oxreq,PlayStation 4,8m 42.000s,https://youtu.be/pWqfn_6xdG4,,co-op,2021-11-13,3,CarginTurbo,bosscar14,Bread_143,,http://www.speedrun.com/bo3zombies/run/yo6g3n7y,verified
