game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,Xbox One,34m 15.330s,https://www.youtube.com/watch?v=k_y4C9EjYgk&ab_channel=ImSoBored,,solo,2022-09-30,1,ImSoBored,,,,http://www.speedrun.com/bo3zombies/run/zq98301y,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,Xbox One,37m 37.630s,https://www.youtube.com/watch?v=hJGvJOsBFhA&t=114s&ab_channel=ImSoBored,,solo,2022-09-11,1,ImSoBored,,,,http://www.speedrun.com/bo3zombies/run/y9xxjxvy,verified
