game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=4lxg0jrq; e8mz6mn6=5lm8w24q,PC,4m 42.000s,https://www.youtube.com/watch?v=qB_bgTQ97JA,,solo,2024-09-03,1,Random_1384,,,,http://www.speedrun.com/wawzombies/run/mk1d87vy,verified
