game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,44m 12.000s,https://www.twitch.tv/videos/805689999,,solo,2020-11-17,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/y2de7g7z,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,44m 22.000s,https://www.youtube.com/watch?v=zDVmX2JAgvw,,solo,2020-11-17,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/mr9r782m,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,54m 4.098s,https://www.youtube.com/watch?v=Ygp2hWpfNlk,,solo,2020-11-16,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/y6rx5ejy,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,51m 33.080s,https://www.twitch.tv/doesvibezzz/video/805260077?filter=highlights&sort=time,,solo,2020-11-16,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/y2de5l9z,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,44m 12.770s,https://www.twitch.tv/videos/805689999,,solo,2020-11-16,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/me6190qz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=5lez085l; wledm3xn=9qjno4e1; gnxj7pgl=810y752l,PC,10m 50.000s,https://www.youtube.com/watch?v=DiTYbBzR_2k,,co-op,2020-11-15,3,WeebzVibezzz,Anti x Saucy,Anti x Flash,,http://www.speedrun.com/bocwz/run/yv9rwx4z,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 17.000s,https://www.youtube.com/watch?v=8uEAAny5-8I,,solo,2020-11-15,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/y6rx31py,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=9qjno4e1; gnxj7pgl=810y752l,PC,9m 58.000s,https://www.youtube.com/watch?v=ne_zrsE2BvU,,solo,2020-11-15,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/zn3qwn3y,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=9qjno4e1; gnxj7pgl=810y752l,PC,12m 6.043s,https://www.youtube.com/watch?v=3-kYzNBv-Dc&t=525s,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/zgvp9xnz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=9qjno4e1; gnxj7pgl=810y752l,PC,10m 33.000s,https://www.youtube.com/watch?v=ab84kLyfIeI&t=4s,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/mr9752dm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 27.000s,https://www.youtube.com/watch?v=OKvTRfHTY2E,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/z1op799m,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 22.000s,https://www.youtube.com/watch?v=kh8q_pkJn04,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/yo3p5xdy,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=81pozngq; gnxj7pgl=810y752l,PC,15m 11.000s,https://www.youtube.com/watch?v=M9cOtvZQ5qE,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/z09p25jz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=xqk038n1; gnxj7pgl=810y752l,PC,42m 30.000s,https://www.twitch.tv/videos/803326995,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/yd0dpovz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=jq6rwx3q; gnxj7pgl=810y752l,PC,6m 39.029s,https://www.youtube.com/watch?v=TriPDQzqlR8,,solo,2020-11-14,1,WeebzVibezzz,,,,http://www.speedrun.com/bocwz/run/m756420z,rejected
