game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PC,21m 46.800s,https://youtu.be/zTlFEucPQdo,,solo,2021-07-08,1,TheGameDecker,,,,http://www.speedrun.com/iwzombies/run/mr1w01dz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PC,23m 42.000s,https://youtu.be/EXYo1-lwz-o,,solo,2021-05-09,1,TheGameDecker,,,,http://www.speedrun.com/iwzombies/run/zxg60ggy,rejected
