game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,PC,2m 28.000s,https://youtu.be/oRxibXMKEfU,,solo,2021-02-22,1,compassity1,,,,http://www.speedrun.com/bocwz/run/m78xoe4z,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=gq79pjvl,PC,3m 46.740s,https://www.youtube.com/watch?v=VWzvZJq4Q9c&feature=youtu.be,,solo,2019-09-07,1,compassity1,,,,http://www.speedrun.com/bo3zombies/run/z57d6jdm,rejected
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=5leo55qo; ql659jn9=jqzv9eml,PC,57.950s,https://www.youtube.com/watch?v=0JQiq4TcSxQ&feature=youtu.be,,solo,2019-09-07,1,compassity1,,,,http://www.speedrun.com/bo3zombies/run/zqrv5w9y,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=814k4d0l,PC,3m 1.880s,https://www.twitch.tv/videos/478407298,,solo,2019-09-07,1,compassity1,,,,http://www.speedrun.com/bo3zombies/run/z1jx0rrz,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PC,5m 1.330s,https://www.twitch.tv/videos/478412008,,solo,2019-09-07,1,compassity1,,,,http://www.speedrun.com/bo3zombies/run/m3178rqz,verified
