game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Outbreak,2lgr6kon=0137jrdl; wl313m68=ln85zy0l,PC,55m 0.000s,https://www.youtube.com/watch?v=IAd9dC9WBec&t=0s),https://www.youtube.com/watch?v=IAd9dC9WBec&t=70s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=1031s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=1761s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=2286s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=2644s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=2917s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=3001s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=3069s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=3154s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=3370s); https://www.youtube.com/watch?v=IAd9dC9WBec&t=3451s); https://www.youtube.com/watch?v=IAd9dC9WBec,solo,2023-08-22,1,Gundwn,,,,http://www.speedrun.com/bocwz/run/yook9v5y,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,Xbox Series X,32m 45.760s,https://youtu.be/xJpDHiSHX90,,solo,2021-10-05,1,Gundwn,,,,http://www.speedrun.com/bocwz/run/yvovlq6z,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,Xbox Series X,40m 16.500s,https://www.youtube.com/watch?v=wPJdadryTDk,,solo,2021-10-01,1,Gundwn,,,,http://www.speedrun.com/bocwz/run/yj520egm,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,45m 44.000s,https://youtu.be/W8dazxXTvjo,,solo,2024-07-15,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/mrxqx37m,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=4lx83ej1,PC,1h 16m 7.000s,https://youtu.be/ZMkPzjKu5TI,,co-op,2023-12-07,2,Gundwn,UwUdevon,,,http://www.speedrun.com/bo4zombies/run/zg8ew7vy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,47m 20.000s,https://youtu.be/04XLjhVujX4,,solo,2023-03-18,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/y6ojoj0y,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,52m 12.000s,https://youtu.be/ucB5xc4SJ40,,solo,2023-02-27,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/m72n7x4z,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,53m 30.000s,https://youtu.be/pcwBuuyBnl4,,solo,2023-01-19,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/y6o99epy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,59m 47.000s,https://youtu.be/t-tu3SPytoc,,solo,2023-01-18,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/zpg847nz,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,1h 1m 50.000s,https://www.youtube.com/watch?v=QXvbM0JtRI0,,solo,2023-01-15,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/y6od8xqy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,1h 5m 10.000s,https://youtu.be/zmtigieGF2A,,solo,2023-01-13,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/zqe1gprz,verified
Call of Duty: Black Ops IIII Zombies,,Alpha Omega,9l71mw7l=jqzx4w21; 5lyjm0yl=0132y83q; yn21k7j8=21d3dnpq,PC,46m 50.000s,https://www.youtube.com/watch?v=yzhTWtPUJaw,,solo,2023-01-05,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/z1q8xewy,verified
Call of Duty: Black Ops IIII Zombies,,Alpha Omega,9l71mw7l=jqzx4w21; 5lyjm0yl=0132y83q; yn21k7j8=21d3dnpq,PC,51m 28.000s,https://youtu.be/5XOPoL5lMaU,,solo,2022-12-18,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/ywv4ponz,verified
Call of Duty: Black Ops IIII Zombies,,Alpha Omega,9l71mw7l=jqzx4w21; 5lyjm0yl=0132y83q; yn21k7j8=21d3dnpq,PC,54m 58.000s,https://youtu.be/PSx786foNzk,,solo,2022-12-04,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/y967n32y,verified
Call of Duty: Black Ops IIII Zombies,,Alpha Omega,9l71mw7l=jqzx4w21; 5lyjm0yl=0132y83q; yn21k7j8=21d3dnpq,PC,1h 2m 44.000s,https://youtu.be/j2W4w85OX0M,,solo,2022-11-30,1,Gundwn,,,,http://www.speedrun.com/bo4zombies/run/m721j04z,verified
