game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q8kdkokq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 48.290s,https://youtu.be/03t5oVl2Yvw,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/z5gnowgm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q8kdxwgq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,3m 37.410s,https://youtu.be/Lwz7MxU54Yk,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/mk1x4v3y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,10m 26.000s,https://youtu.be/WHkgn9RrswM,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/mrxw8jdm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,14m 23.000s,https://youtu.be/FgyfsauWFjY,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/y6ewp56z,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,3m 1.000s,https://youtu.be/I5_98SFAO-8,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/y9dg23rm,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn34q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,10m 45.000s,https://youtu.be/2pzyopcB8jg,,solo,2024-10-30,1,cormaclovesyou,,,,http://www.speedrun.com/BO6Zombies/run/zxxp4lkz,verified
