game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,PlayStation 4,1m 22.100s,https://youtu.be/MA2OpLmrMTI,,co-op,2022-01-13,2,SalarGamer,i-DarkObsidian,,,http://www.speedrun.com/iwzombies/run/ydwel7vm,rejected
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 6njo6684=0q54p87l,PlayStation 4,1m 57.290s,https://youtu.be/Uy2r6m69Jhw,,co-op,2022-01-13,2,SalarGamer,i-DarkObsidian,,,http://www.speedrun.com/iwzombies/run/y207wl5m,rejected
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 789kjr0l=jqzv8d4l,PlayStation 4,1m 24.050s,https://youtu.be/VX54-8lN0FM,,co-op,2022-01-13,2,SalarGamer,i-DarkObsidian,,,http://www.speedrun.com/iwzombies/run/ywjkxl3z,rejected
