game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=z198xd8q; 2lg396np=0q56pm1p; onvmywnm=rqvx8v5l,PlayStation 4,53m 14.000s,https://www.twitch.tv/videos/708748646,,co-op,2020-08-15,2,xDeadHoMie216x,Grayskull83,,,http://www.speedrun.com/bo3zombies/run/y90ge0ky,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=4lxgn5jq,PlayStation 4,49m 41.690s,https://www.twitch.tv/videos/710829814,,co-op,2020-08-15,2,xDeadHoMie216x,Grayskull83,,,http://www.speedrun.com/bo3zombies/run/y2566v9y,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=5lmg2gml; 2lg396np=0q56pm1p; gnx65jnv=21gnogml,PlayStation 4,52m 28.000s,https://www.twitch.tv/videos/710829815,,co-op,2020-08-15,2,xDeadHoMie216x,Grayskull83,,,http://www.speedrun.com/bo3zombies/run/y82llv1y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=0q56pm1p; 2lg7e6lp=810624w1,PlayStation 4,1h 3m 8.000s,https://youtu.be/HtemeBA0DfQ,,co-op,2020-08-11,2,xDeadHoMie216x,Grayskull83,,,http://www.speedrun.com/bo3zombies/run/meodo20z,verified
