game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=81wpwpvq,PlayStation 4,33m 16.000s,https://youtu.be/cgH4kgxP2CQ,,co-op,2024-04-04,2,BuriedLiving,GRABOID64,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zp68578m,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=rqv6z0yl; kn0j593l=z19mgeyl; 789671q8=zqopwpx1,PlayStation 4,26m 59.000s,https://youtu.be/CfpT26Dgp5E,,co-op,2024-03-08,3,BuriedLiving,black_bulbasaur,who_seeker,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/y227o6wy,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=rqv6z0yl; kn0j593l=z19mgeyl; 789671q8=5lergrkq,PlayStation 4,42m 58.000s,https://youtu.be/dtkrU4wKG2M,,co-op,2023-08-23,3,BuriedLiving,Gangstaa_licious,CombatWombat445,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zn20nllz,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=81wpwpvq,PlayStation 4,49m 14.000s,https://youtu.be/ToW7cWmPmYI,https://youtu.be/GGBqPNHEkmA,co-op,2023-08-21,2,BuriedLiving,scflaco11,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zn205d8z,rejected
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=zqom2g41; kn0j593l=814yeme1; 789671q8=zqopwpx1,PlayStation 4,18m 39.210s,https://youtu.be/FPUay9wnn-Q,,solo,2023-04-16,1,BuriedLiving,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zq8vln9z,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=5lergrkq,PlayStation 4,42m 13.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zq8vlo8z,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=5lergrkq,PlayStation 4,47m 23.000s,https://www.youtube.com/watch?v=MZwTYwFLEtg,https://youtu.be/veIry31id4Y,co-op,2023-03-16,2,BuriedLiving,Fran-irae,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/mrvngp7z,verified
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=zqopwpx1,PlayStation 4,25m 41.000s,https://youtu.be/Gr_Uh4_VQx8,,co-op,2023-02-19,2,BuriedLiving,kosobud,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zglr590m,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=q7509nd1; 6njxv458=lx5r0041; kn034j0n=12vroo4q,PlayStation 4,33m 16.000s,https://www.youtube.com/watch?v=cgH4kgxP2CQ,,co-op,2024-04-03,2,BuriedLiving,GRABOID64,,,http://www.speedrun.com/bo3zce/run/mepd0d0y,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=1gnvej8l; 6njxv458=q5vyxx2l; kn034j0n=1pyv4481,PlayStation 4,26m 59.000s,https://www.youtube.com/watch?v=CfpT26Dgp5E,,co-op,2024-03-08,3,BuriedLiving,black_bulbasaur,who_seeker,,http://www.speedrun.com/bo3zce/run/zq5o481z,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=1dk9v45l; 6njxv458=q5vyxx2l; kn034j0n=1pyv4481,PlayStation 4,42m 58.000s,https://www.youtube.com/watch?v=dtkrU4wKG2M,,co-op,2023-08-22,3,BuriedLiving,Gangstaa_licious,CombatWombat445,,http://www.speedrun.com/bo3zce/run/zn5l36lz,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=1gnvej8l; 6njxv458=14o8kkvq; kn034j0n=1926558q,PlayStation 4,18m 39.210s,https://www.youtube.com/watch?v=FPUay9wnn-Q,,solo,2023-04-15,1,BuriedLiving,,,,http://www.speedrun.com/bo3zce/run/zp5elpvy,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=1dk9v45l; 6njxv458=q5vyxx2l; kn034j0n=12vroo4q,PlayStation 4,42m 13.000s,https://www.youtube.com/watch?v=DGAqxoKml_8,,co-op,2023-04-06,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zce/run/y404evkz,verified
