game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,10m 14.900s,https://www.twitch.tv/videos/2297797366,,solo,2024-11-09,1,PietroZ_98,,,,http://www.speedrun.com/BO6Zombies/run/zgo0qrdm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,21m 17.200s,https://youtu.be/zeSNDs67bhU,,solo,2024-11-09,1,PietroZ_98,,,,http://www.speedrun.com/BO6Zombies/run/y6e4x9pz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,24m 43.910s,https://www.twitch.tv/videos/2294666510,,solo,2024-11-05,1,PietroZ_98,,,,http://www.speedrun.com/BO6Zombies/run/zqqnx6rz,verified
