game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=gq79pjvl,PlayStation 4,3m 38.000s,https://youtu.be/OTg7MQb0dsw,,solo,2022-02-10,1,NaughtyDawg,,,,http://www.speedrun.com/bo3zombies/run/mkeqx6xm,verified
Call of Duty: Black Ops IIII Zombies,,Dead of the Night,6njqrjpl=5q8zn5kq; 5lyjm0yl=0132y83q; kn0zwr38=5lmn7z4q,PlayStation 4,1m 44.970s,https://youtu.be/K8FtAr58iRA,,solo,2022-02-11,1,NaughtyDawg,,,,http://www.speedrun.com/bo4zombies/run/y8jwq71z,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=jq67v3j1; 5lyjm0yl=0132y83q; e8mywzx8=81w87wv1,PlayStation 4,19m 31.440s,https://youtu.be/F5hjcBxq5ws,,solo,2022-02-11,1,NaughtyDawg,,,,http://www.speedrun.com/bo4zombies/run/mkeqnw1m,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=5lmn2zmq; 5lyjm0yl=0132y83q; e8mywzx8=81w87wv1,PlayStation 4,19m 40.000s,https://youtu.be/F5hjcBxq5ws,,solo,2022-02-11,1,NaughtyDawg,,,,http://www.speedrun.com/bo4zombies/run/y9lkqjvy,rejected
