game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,17m 57.059s,https://youtu.be/JjurZR7krBk,,solo,2019-09-05,1,monochromii,,,,http://www.speedrun.com/bo2zombies/run/zxkoj7qm,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=5leo55qo; ylp4kjlg=8149zowq,PlayStation 4,1h 19m 10.440s,https://www.twitch.tv/videos/608341005,,solo,2020-05-01,1,monochromii,,,,http://www.speedrun.com/bo3zombies/run/zx2d4nkm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=814k4d0l,PlayStation 3,2m 54.030s,https://www.twitch.tv/videos/493316545,,solo,2019-10-11,1,monochromii,,,,http://www.speedrun.com/bo3zombies/run/m313pv4z,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=814k4d0l,PlayStation 4,3m 35.230s,https://youtu.be/0LaDWGNzoB0,,solo,2019-09-28,1,monochromii,,,,http://www.speedrun.com/bo3zombies/run/zgkp70dy,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=5leo55qo; jlzz6xl2=814k4d0l,PlayStation 4,2m 56.330s,https://www.twitch.tv/videos/487777013,,solo,2019-09-28,1,monochromii,,,,http://www.speedrun.com/bo3zombies/run/mex3x08z,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=9qjx2x3l; 2lg396np=5leo55qo; gnx65jnv=rqv6zd7l,PlayStation 4,3m 16.130s,https://youtu.be/q_1u7ELJFE0,,solo,2019-09-28,1,monochromii,,,,http://www.speedrun.com/bo3zombies/run/zp4946rz,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=jqz4y74l,PlayStation 4,37m 49.670s,https://youtu.be/RC6CaOl6Woc,,solo,2019-09-06,1,monochromii,,,,http://www.speedrun.com/bo4zombies/run/z1jx667z,verified
